target_date,location,count
2025-08-17,AK,0
2025-08-18,AK,1
2025-08-19,AK,0
2025-08-20,AK,0
2025-08-21,AK,0
2025-08-22,AK,0
2025-08-23,AK,0
2025-08-24,AK,0
2025-08-25,AK,0
2025-08-26,AK,0
2025-08-27,AK,0
2025-08-28,AK,0
2025-08-29,AK,0
2025-08-30,AK,0
2025-08-31,AK,0
2025-09-01,AK,0
2025-09-02,AK,0
2025-09-03,AK,0
2025-09-04,AK,0
2025-09-05,AK,0
2025-09-06,AK,0
2025-09-07,AK,0
2025-09-08,AK,0
2025-09-09,AK,0
2025-09-10,AK,0
2025-09-11,AK,0
2025-09-12,AK,0
2025-09-13,AK,0
2025-09-14,AK,0
2025-09-15,AK,0
2025-09-16,AK,0
2025-09-17,AK,0
2025-08-17,AL,0
2025-08-18,AL,0
2025-08-19,AL,0
2025-08-20,AL,0
2025-08-21,AL,0
2025-08-22,AL,0
2025-08-23,AL,0
2025-08-24,AL,0
2025-08-25,AL,0
2025-08-26,AL,0
2025-08-27,AL,0
2025-08-28,AL,0
2025-08-29,AL,0
2025-08-30,AL,0
2025-08-31,AL,0
2025-09-01,AL,0
2025-09-02,AL,0
2025-09-03,AL,0
2025-09-04,AL,0
2025-09-05,AL,0
2025-09-06,AL,0
2025-09-07,AL,0
2025-09-08,AL,0
2025-09-09,AL,0
2025-09-10,AL,0
2025-09-11,AL,0
2025-09-12,AL,0
2025-09-13,AL,0
2025-09-14,AL,0
2025-09-15,AL,0
2025-09-16,AL,0
2025-09-17,AL,0
2025-08-17,AR,0
2025-08-18,AR,0
2025-08-19,AR,0
2025-08-20,AR,0
2025-08-21,AR,0
2025-08-22,AR,0
2025-08-23,AR,0
2025-08-24,AR,0
2025-08-25,AR,0
2025-08-26,AR,0
2025-08-27,AR,0
2025-08-28,AR,0
2025-08-29,AR,0
2025-08-30,AR,0
2025-08-31,AR,0
2025-09-01,AR,0
2025-09-02,AR,0
2025-09-03,AR,0
2025-09-04,AR,0
2025-09-05,AR,0
2025-09-06,AR,0
