target_date,location,count
2024-09-08,Alabama,1
2024-09-09,Alabama,2
2024-09-10,Alabama,1
2024-09-11,Alabama,0
2024-09-12,Alabama,0
2024-09-13,Alabama,0
2024-09-14,Alabama,0
2024-09-15,Alabama,1
2024-09-16,Alabama,0
2024-09-17,Alabama,0
2024-09-18,Alabama,2
2024-09-19,Alabama,0
2024-09-20,Alabama,0
2024-09-21,Alabama,0
2024-09-22,Alabama,0
2024-09-23,Alabama,0
2024-09-24,Alabama,0
2024-09-25,Alabama,0
2024-09-26,Alabama,0
2024-09-27,Alabama,0
2024-09-28,Alabama,0
2024-09-29,Alabama,0
2024-09-30,Alabama,0
2024-10-01,Alabama,0
2024-10-02,Alabama,0
2024-10-03,Alabama,0
2024-10-04,Alabama,0
2024-10-05,Alabama,0
2024-10-06,Alabama,0
2024-10-07,Alabama,0
2024-10-08,Alabama,0
2024-10-09,Alabama,0
2024-09-08,Alaska,0
2024-09-09,Alaska,1
2024-09-10,Alaska,0
2024-09-11,Alaska,1
2024-09-12,Alaska,0
2024-09-13,Alaska,0
2024-09-14,Alaska,0
2024-09-15,Alaska,0
2024-09-16,Alaska,0
2024-09-17,Alaska,0
2024-09-18,Alaska,0
2024-09-19,Alaska,0
2024-09-20,Alaska,0
2024-09-21,Alaska,0
2024-09-22,Alaska,0
2024-09-23,Alaska,0
2024-09-24,Alaska,0
2024-09-25,Alaska,0
2024-09-26,Alaska,0
2024-09-27,Alaska,0
2024-09-28,Alaska,0
2024-09-29,Alaska,0
2024-09-30,Alaska,0
2024-10-01,Alaska,0
2024-10-02,Alaska,0
2024-10-03,Alaska,0
2024-10-04,Alaska,0
2024-10-05,Alaska,0
2024-10-06,Alaska,0
2024-10-07,Alaska,0
2024-10-08,Alaska,0
2024-10-09,Alaska,0
2024-09-08,Arizona,15
2024-09-09,Arizona,27
2024-09-10,Arizona,20
2024-09-11,Arizona,8
2024-09-12,Arizona,2
2024-09-13,Arizona,2
2024-09-14,Arizona,0
2024-09-15,Arizona,9
2024-09-16,Arizona,12
2024-09-17,Arizona,15
2024-09-18,Arizona,18
2024-09-19,Arizona,7
2024-09-20,Arizona,4
2024-09-21,Arizona,2
2024-09-22,Arizona,0
2024-09-23,Arizona,0
2024-09-24,Arizona,0
2024-09-25,Arizona,0
2024-09-26,Arizona,0
2024-09-27,Arizona,0
2024-09-28,Arizona,0
2024-09-29,Arizona,0
2024-09-30,Arizona,0
2024-10-01,Arizona,0
2024-10-02,Arizona,0
2024-10-03,Arizona,0
2024-10-04,Arizona,0
2024-10-05,Arizona,0
2024-10-06,Arizona,0
2024-10-07,Arizona,0
2024-10-08,Arizona,0
2024-10-09,Arizona,0
2024-09-08,Arkansas,0
2024-09-09,Arkansas,0
2024-09-10,Arkansas,0
2024-09-11,Arkansas,0
2024-09-12,Arkansas,2
2024-09-13,Arkansas,0
2024-09-14,Arkansas,0
2024-09-15,Arkansas,0
2024-09-16,Arkansas,0
2024-09-17,Arkansas,1
2024-09-18,Arkansas,0
2024-09-19,Arkansas,0
2024-09-20,Arkansas,0
2024-09-21,Arkansas,0
2024-09-22,Arkansas,0
2024-09-23,Arkansas,0
2024-09-24,Arkansas,0
2024-09-25,Arkansas,0
2024-09-26,Arkansas,0
2024-09-27,Arkansas,0
2024-09-28,Arkansas,0
2024-09-29,Arkansas,0
2024-09-30,Arkansas,0
2024-10-01,Arkansas,0
2024-10-02,Arkansas,0
2024-10-03,Arkansas,0
2024-10-04,Arkansas,0
2024-10-05,Arkansas,0
2024-10-06,Arkansas,0
2024-10-07,Arkansas,0
2024-10-08,Arkansas,0
2024-10-09,Arkansas,0
2024-09-08,California,7
2024-09-09,California,32
2024-09-10,California,27
2024-09-11,California,17
2024-09-12,California,18
2024-09-13,California,14
2024-09-14,California,2
2024-09-15,California,9
2024-09-16,California,17
2024-09-17,California,18
2024-09-18,California,37
2024-09-19,California,15
2024-09-20,California,1
2024-09-21,California,1
2024-09-22,California,0
2024-09-23,California,0
2024-09-24,California,0
2024-09-25,California,0
2024-09-26,California,0
2024-09-27,California,0
2024-09-28,California,0
2024-09-29,California,0
2024-09-30,California,0
2024-10-01,California,0
2024-10-02,California,0
2024-10-03,California,0
2024-10-04,California,0
2024-10-05,California,0
2024-10-06,California,0
2024-10-07,California,0
2024-10-08,California,0
2024-10-09,California,0
2024-09-08,Colorado,0
2024-09-09,Colorado,1
2024-09-10,Colorado,6
2024-09-11,Colorado,0
2024-09-12,Colorado,0
2024-09-13,Colorado,1
2024-09-14,Colorado,0
2024-09-15,Colorado,0
2024-09-16,Colorado,1
2024-09-17,Colorado,1
2024-09-18,Colorado,0
2024-09-19,Colorado,0
2024-09-20,Colorado,0
2024-09-21,Colorado,0
2024-09-22,Colorado,0
2024-09-23,Colorado,0
2024-09-24,Colorado,0
2024-09-25,Colorado,0
2024-09-26,Colorado,0
2024-09-27,Colorado,0
2024-09-28,Colorado,0
2024-09-29,Colorado,0
2024-09-30,Colorado,0
2024-10-01,Colorado,0
2024-10-02,Colorado,0
2024-10-03,Colorado,0
2024-10-04,Colorado,0
2024-10-05,Colorado,0
2024-10-06,Colorado,0
2024-10-07,Colorado,0
2024-10-08,Colorado,0
2024-10-09,Colorado,0
2024-09-08,Connecticut,0
2024-09-09,Connecticut,0
2024-09-10,Connecticut,1
2024-09-11,Connecticut,0
2024-09-12,Connecticut,1
2024-09-13,Connecticut,3
2024-09-14,Connecticut,3
2024-09-15,Connecticut,1
2024-09-16,Connecticut,4
2024-09-17,Connecticut,0
2024-09-18,Connecticut,2
2024-09-19,Connecticut,0
2024-09-20,Connecticut,0
2024-09-21,Connecticut,0
2024-09-22,Connecticut,0
2024-09-23,Connecticut,0
2024-09-24,Connecticut,0
2024-09-25,Connecticut,0
2024-09-26,Connecticut,0
2024-09-27,Connecticut,0
